Response	Gene_ENSEMBL_ID	quantitative_sorting_score	visualization_score	baseline_score	Percent_appearing_in_restart_set
Doxorubicin	ENSG00000058335	8976.52	0.55529486	-0.06631508	0.0
Doxorubicin	ENSG00000169860	8975.18	0.55520468	0.03563555	0.0
Doxorubicin	ENSG00000100288	8974.69	0.5551717	0.01825977	0.0
Doxorubicin	ENSG00000180304	8972.56	0.55502834	0.01380398	0.0
Doxorubicin	ENSG00000166579	8972.1	0.55499738	-0.0482742	0.0
Doxorubicin	ENSG00000132383	8970.18	0.55486815	-0.07359052	0.0
Doxorubicin	ENSG00000135423	8970.01	0.55485671	0.07080875	0.0
Doxorubicin	ENSG00000102886	8969.56	0.55482643	0.08591317	0.0
Doxorubicin	ENSG00000105722	8969.4	0.55481566	-0.02698741	0.0
Doxorubicin	ENSG00000133488	8969.13	0.55479748	-0.05301893	0.0
Doxorubicin	ENSG00000164687	8969.09	0.55479479	-0.01020505	0.0
Doxorubicin	ENSG00000102302	8966.09	0.55459288	-0.00978898	0.0
Doxorubicin	ENSG00000146966	8965.69	0.55456596	-0.02547716	0.0
Doxorubicin	ENSG00000105672	8965.3	0.55453971	0.10376778	0.01
Doxorubicin	ENSG00000169925	8964.43	0.55448115	-0.0509924	0.0
Doxorubicin	ENSG00000125648	8961.39	0.55427655	0.03694209	0.0
Doxorubicin	ENSG00000162613	8960.93	0.55424559	-0.07990657	0.0
Doxorubicin	ENSG00000140553	8960.73	0.55423213	0.07399287	0.0
Doxorubicin	ENSG00000158850	8960.43	0.55421194	0.02716384	0.0
Doxorubicin	ENSG00000172403	8959.37	0.55414059	0.03444001	0.0
Doxorubicin	ENSG00000135451	8956.93	0.55397637	0.0081765	0.0
Doxorubicin	ENSG00000158296	8956.17	0.55392522	-0.03535041	0.0
Doxorubicin	ENSG00000119688	8954.25	0.553796	-0.08389869	0.0
Doxorubicin	ENSG00000221914	8952.06	0.5536486	-0.08671362	0.0
Doxorubicin	ENSG00000160310	8951.88	0.55363649	-0.04177786	0.0
Doxorubicin	ENSG00000181061	8950.87	0.55356851	0.04438486	0.0
Doxorubicin	ENSG00000143294	8950.71	0.55355774	0.02798194	0.0
Doxorubicin	ENSG00000173599	8950.6	0.55355034	0.09130751	0.0
Doxorubicin	ENSG00000113722	8950.37	0.55353486	0.13478144	0.3
Doxorubicin	ENSG00000158488	8948.73	0.55342448	0.01520122	0.0
Doxorubicin	ENSG00000151876	8947.54	0.55334438	0.01366059	0.0
Doxorubicin	ENSG00000110169	8945.33	0.55319564	0.02717852	0.0
Doxorubicin	ENSG00000133805	8943.74	0.55308863	-0.03404769	0.0
Doxorubicin	ENSG00000116106	8943.58	0.55307786	-0.04067229	0.0
Doxorubicin	ENSG00000130595	8942.73	0.55302065	-0.03429909	0.0
Doxorubicin	ENSG00000159461	8942.5	0.55300517	-0.06395162	0.0
Doxorubicin	ENSG00000118579	8938.32	0.55272384	-0.12232255	0.05
Doxorubicin	ENSG00000143590	8937.77	0.55268682	0.00976261	0.0
Doxorubicin	ENSG00000170175	8935.83	0.55255625	-0.01365212	0.0
Doxorubicin	ENSG00000132718	8933.57	0.55240414	-0.00142134	0.0
Doxorubicin	ENSG00000116138	8933.3	0.55238597	-0.05417953	0.0
Doxorubicin	ENSG00000243056	8931.58	0.55227021	0.03825551	0.0
Doxorubicin	ENSG00000135547	8930.06	0.55216791	-0.03040354	0.0
Doxorubicin	ENSG00000083720	8926.73	0.55194378	-0.04967941	0.0
Doxorubicin	ENSG00000100068	8926.72	0.55194311	0.04889589	0.0
Doxorubicin	ENSG00000102738	8926.29	0.55191417	-0.12482535	0.11
Doxorubicin	ENSG00000113889	8925.68	0.55187311	0.06800605	0.0
Doxorubicin	ENSG00000156136	8925.49	0.55186032	-0.04735856	0.0
Doxorubicin	ENSG00000076043	8924.42	0.55178831	-0.0185937	0.0
Doxorubicin	ENSG00000007216	8917.66	0.55133333	0.06303845	0.0
Doxorubicin	ENSG00000123191	8917.25	0.55130574	0.11820683	0.03
Doxorubicin	ENSG00000095370	8917.05	0.55129228	-0.1069507	0.01
Doxorubicin	ENSG00000113249	8916.69	0.55126805	0.0463992	0.0
Doxorubicin	ENSG00000124733	8915.14	0.55116373	-0.0622706	0.0
Doxorubicin	ENSG00000105376	8914.39	0.55111325	-0.05023428	0.0
Doxorubicin	ENSG00000102921	8914.21	0.55110113	0.02176629	0.0
Doxorubicin	ENSG00000174165	8913.58	0.55105873	-0.02820899	0.0
Doxorubicin	ENSG00000106443	8912.75	0.55100287	-0.05706421	0.0
Doxorubicin	ENSG00000136111	8910.86	0.55087566	0.06783697	0.0
Doxorubicin	ENSG00000127603	8910.35	0.55084134	-0.05123837	0.0
Doxorubicin	ENSG00000123607	8909.58	0.55078951	0.02289223	0.0
Doxorubicin	ENSG00000065534	8909.51	0.5507848	0.05718471	0.0
Doxorubicin	ENSG00000140577	8909.03	0.5507525	0.02673542	0.0
Doxorubicin	ENSG00000189409	8908.81	0.55073769	-0.0980175	0.0
Doxorubicin	ENSG00000163319	8908.1	0.5506899	-0.06391195	0.0
Doxorubicin	ENSG00000112290	8906.07	0.55055328	-0.12355255	0.11
Doxorubicin	ENSG00000163536	8904.85	0.55047116	0.00676287	0.0
Doxorubicin	ENSG00000113108	8904.58	0.55045299	0.08146762	0.0
Doxorubicin	ENSG00000138663	8902.86	0.55033723	-0.14728298	0.45
Doxorubicin	ENSG00000135002	8902.46	0.55031031	-0.04645543	0.0
Doxorubicin	ENSG00000182134	8901.68	0.55025781	0.03261741	0.0
Doxorubicin	ENSG00000266964	8900.89	0.55020464	0.04782973	0.0
Doxorubicin	ENSG00000163220	8898.88	0.55006936	-0.02016227	0.0
Doxorubicin	ENSG00000167977	8897.11	0.54995023	0.08861138	0.0
Doxorubicin	ENSG00000114544	8896.96	0.54994013	-0.04524845	0.0
Doxorubicin	ENSG00000136247	8894.37	0.54976581	-0.06825585	0.0
Doxorubicin	ENSG00000072134	8892.94	0.54966957	0.09714758	0.0
Doxorubicin	ENSG00000160299	8892.93	0.5496689	0.00239081	0.0
Doxorubicin	ENSG00000005020	8892.46	0.54963726	-0.05573472	0.0
Doxorubicin	ENSG00000138821	8891.44	0.54956861	-0.00180786	0.0
Doxorubicin	ENSG00000196090	8891.32	0.54956054	0.03723233	0.0
Doxorubicin	ENSG00000129214	8891.1	0.54954573	0.03313436	0.0
Doxorubicin	ENSG00000111885	8890.07	0.54947641	0.10107312	0.0
Doxorubicin	ENSG00000021355	8886.36	0.54922671	0.03852542	0.0
Doxorubicin	ENSG00000172115	8885.05	0.54913854	-0.00460411	0.0
Doxorubicin	ENSG00000137821	8884.28	0.54908671	-0.05013777	0.0
Doxorubicin	ENSG00000221983	8883.75	0.54905104	0.00750014	0.0
Doxorubicin	ENSG00000112530	8880.57	0.54883702	-0.0184488	0.0
Doxorubicin	ENSG00000129187	8876.7	0.54857655	-0.12972196	0.18
Doxorubicin	ENSG00000178719	8876.49	0.54856241	0.05180443	0.0
Doxorubicin	ENSG00000159176	8874.19	0.54840761	-0.0164897	0.0
Doxorubicin	ENSG00000155506	8873.48	0.54835983	-0.03035476	0.0
Doxorubicin	ENSG00000148798	8872.76	0.54831137	0.04549097	0.0
Doxorubicin	ENSG00000155011	8871.6	0.5482333	-0.08811801	0.0
Doxorubicin	ENSG00000077721	8871.04	0.54819561	-0.06239887	0.0
Doxorubicin	ENSG00000171503	8871.03	0.54819493	0.02182717	0.0
Doxorubicin	ENSG00000182934	8870.99	0.54819224	0.04657109	0.0
Doxorubicin	ENSG00000086205	8870.67	0.5481707	0.06814983	0.0
Doxorubicin	ENSG00000126522	8869.51	0.54809263	0.11953875	0.08
Doxorubicin	ENSG00000169635	8866.11	0.54786379	0.00140286	0.0
Doxorubicin	ENSG00000182580	8865.15	0.54779918	0.04650578	0.0
Doxorubicin	ENSG00000138459	8865.04	0.54779178	-0.05385927	0.0
Doxorubicin	ENSG00000107105	8864.86	0.54777966	0.0509479	0.0
Doxorubicin	ENSG00000096080	8864.5	0.54775543	-0.05553094	0.0
Doxorubicin	ENSG00000072682	8864.36	0.54774601	0.0818631	0.0
Doxorubicin	ENSG00000168259	8862.46	0.54761813	-0.09840906	0.0
Doxorubicin	ENSG00000153233	8858.43	0.5473469	0.04362794	0.0
Doxorubicin	ENSG00000137098	8858.14	0.54732738	0.04726216	0.0
Doxorubicin	ENSG00000198642	8856.66	0.54722777	-0.02398462	0.0
Doxorubicin	ENSG00000185658	8856.18	0.54719546	-0.02597205	0.0
Doxorubicin	ENSG00000196981	8852.23	0.54692961	0.00830793	0.0
Doxorubicin	ENSG00000172201	8849.53	0.54674789	-0.04760796	0.0
Doxorubicin	ENSG00000136750	8844.33	0.54639791	0.00256383	0.0
Doxorubicin	ENSG00000169718	8844.19	0.54638848	0.04353279	0.0
Doxorubicin	ENSG00000161681	8842.26	0.54625859	0.00989356	0.0
Doxorubicin	ENSG00000142230	8841.68	0.54621955	-0.02468272	0.0
Doxorubicin	ENSG00000142949	8840.59	0.54614619	0.08305875	0.0
Doxorubicin	ENSG00000242574	8839.84	0.54609571	-0.05495176	0.0
Doxorubicin	ENSG00000126337	8836.32	0.5458588	-0.06538521	0.0
Doxorubicin	ENSG00000101945	8836.04	0.54583995	0.05121352	0.0
Doxorubicin	ENSG00000104356	8833.58	0.54567439	-0.05020454	0.0
Doxorubicin	ENSG00000155090	8833.09	0.54564141	-0.05647245	0.0
Doxorubicin	ENSG00000013375	8832.45	0.54559833	0.05073751	0.0
Doxorubicin	ENSG00000130254	8832.0	0.54556804	0.0006878	0.0
Doxorubicin	ENSG00000171201	8830.17	0.54544488	-0.01099243	0.0
Doxorubicin	ENSG00000178096	8828.85	0.54535604	0.0175333	0.0
Doxorubicin	ENSG00000087470	8828.75	0.54534931	-0.09432763	0.0
Doxorubicin	ENSG00000105865	8828.26	0.54531633	-0.00922697	0.0
Doxorubicin	ENSG00000188015	8827.64	0.5452746	-0.04349198	0.0
Doxorubicin	ENSG00000134480	8827.41	0.54525912	-0.05627832	0.0
Doxorubicin	ENSG00000121361	8826.9	0.54522479	0.0548503	0.0
Doxorubicin	ENSG00000121775	8825.81	0.54515143	-0.0444605	0.0
Doxorubicin	ENSG00000101444	8825.73	0.54514605	-0.06504788	0.0
Doxorubicin	ENSG00000197632	8825.01	0.54509759	-0.00698065	0.0
Doxorubicin	ENSG00000107518	8824.59	0.54506932	-0.01363825	0.0
Doxorubicin	ENSG00000156261	8822.77	0.54494683	-0.05842105	0.0
Doxorubicin	ENSG00000196792	8821.61	0.54486875	-0.07394949	0.0
Doxorubicin	ENSG00000101138	8821.24	0.54484385	-0.02810529	0.0
Doxorubicin	ENSG00000162931	8819.7	0.5447402	-0.03439171	0.0
Doxorubicin	ENSG00000113790	8819.19	0.54470588	0.03359817	0.0
Doxorubicin	ENSG00000135378	8817.85	0.54461569	0.0293863	0.0
Doxorubicin	ENSG00000160753	8817.83	0.54461434	0.08296819	0.0
Doxorubicin	ENSG00000182158	8817.47	0.54459011	0.07083069	0.0
Doxorubicin	ENSG00000196150	8815.72	0.54447233	-0.00662885	0.0
Doxorubicin	ENSG00000132669	8814.53	0.54439224	0.02798538	0.0
Doxorubicin	ENSG00000135740	8814.12	0.54436464	0.00400901	0.0
Doxorubicin	ENSG00000123739	8813.07	0.54429397	0.02205574	0.0
Doxorubicin	ENSG00000187531	8810.85	0.54414456	0.03521967	0.0
Doxorubicin	ENSG00000173230	8807.82	0.54394063	-0.00671666	0.0
Doxorubicin	ENSG00000162390	8807.21	0.54389957	0.0646184	0.0
Doxorubicin	ENSG00000116954	8805.7	0.54379794	-0.06337847	0.0
Doxorubicin	ENSG00000129195	8804.82	0.54373871	0.002479	0.0
Doxorubicin	ENSG00000133119	8804.57	0.54372189	-0.01160242	0.0
Doxorubicin	ENSG00000128590	8803.09	0.54362228	0.03474352	0.0
Doxorubicin	ENSG00000179431	8799.7	0.54339412	-0.04041317	0.0
Doxorubicin	ENSG00000104976	8797.57	0.54325076	-0.01910879	0.0
Doxorubicin	ENSG00000132002	8796.06	0.54314913	-0.04087139	0.0
Doxorubicin	ENSG00000129295	8796.03	0.54314711	-0.01425378	0.0
Doxorubicin	ENSG00000140285	8795.54	0.54311413	-0.04524821	0.0
Doxorubicin	ENSG00000256525	8793.23	0.54295866	-0.07739198	0.0
Doxorubicin	ENSG00000010626	8792.64	0.54291895	0.02038326	0.0
Doxorubicin	ENSG00000267680	8789.52	0.54270896	-0.0034791	0.0
Doxorubicin	ENSG00000112902	8789.3	0.54269415	0.10568443	0.0
Doxorubicin	ENSG00000136068	8788.21	0.54262079	0.0141349	0.0
Doxorubicin	ENSG00000042445	8787.72	0.54258781	0.05215148	0.0
Doxorubicin	ENSG00000012174	8787.29	0.54255887	-0.06483664	0.0
Doxorubicin	ENSG00000060971	8786.73	0.54252118	0.11759044	0.03
Doxorubicin	ENSG00000065057	8785.95	0.54246868	0.07574564	0.0
Doxorubicin	ENSG00000161960	8785.36	0.54242897	-0.08628461	0.0
Doxorubicin	ENSG00000152377	8784.8	0.54239128	-0.01620374	0.0
Doxorubicin	ENSG00000198074	8784.11	0.54234484	0.12256508	0.1
Doxorubicin	ENSG00000054654	8783.49	0.54230311	0.03869406	0.0
Doxorubicin	ENSG00000105819	8781.36	0.54215975	-0.031865	0.0
Doxorubicin	ENSG00000026751	8779.99	0.54206755	0.01217608	0.0
Doxorubicin	ENSG00000131398	8779.7	0.54204803	0.04944791	0.0
Doxorubicin	ENSG00000093072	8775.86	0.54178958	-0.02330753	0.0
Doxorubicin	ENSG00000145592	8775.04	0.54173439	-0.025179	0.0
Doxorubicin	ENSG00000168476	8774.88	0.54172362	-0.0201277	0.0
Doxorubicin	ENSG00000145623	8774.14	0.54167382	-0.07137446	0.0
Doxorubicin	ENSG00000079337	8774.07	0.54166911	-0.02750278	0.0
Doxorubicin	ENSG00000164326	8772.44	0.5415594	0.07371115	0.0
Doxorubicin	ENSG00000088538	8771.32	0.54148402	0.0311631	0.0
Doxorubicin	ENSG00000025039	8771.3	0.54148267	-0.03999183	0.0
Doxorubicin	ENSG00000115598	8771.05	0.54146585	-0.0538264	0.0
Doxorubicin	ENSG00000156508	8770.91	0.54145642	-0.05040804	0.0
Doxorubicin	ENSG00000059804	8770.38	0.54142075	-0.11852915	0.09
Doxorubicin	ENSG00000143545	8769.61	0.54136893	-0.00633266	0.0
Doxorubicin	ENSG00000177239	8769.4	0.5413548	0.0339759	0.0
Doxorubicin	ENSG00000057252	8768.19	0.54127336	-0.0865548	0.01
Doxorubicin	ENSG00000091879	8767.31	0.54121413	0.04975142	0.0
Doxorubicin	ENSG00000174606	8767.12	0.54120134	-0.11646294	0.03
Doxorubicin	ENSG00000171794	8764.23	0.54100683	-0.00494347	0.0
Doxorubicin	ENSG00000133110	8761.45	0.54081973	0.00777805	0.0
Doxorubicin	ENSG00000128694	8760.4	0.54074906	-0.03539042	0.0
Doxorubicin	ENSG00000122188	8759.51	0.54068916	-0.04376947	0.0
Doxorubicin	ENSG00000103316	8755.97	0.5404509	0.06578341	0.0
Doxorubicin	ENSG00000086666	8755.08	0.540391	0.02690301	0.0
Doxorubicin	ENSG00000137561	8754.92	0.54038023	0.01737412	0.0
Doxorubicin	ENSG00000167720	8754.89	0.54037821	-0.0806264	0.0
Doxorubicin	ENSG00000124134	8754.88	0.54037754	0.09362848	0.0
Doxorubicin	ENSG00000187244	8754.82	0.5403735	0.03049911	0.0
Doxorubicin	ENSG00000129197	8753.58	0.54029004	-0.10237036	0.01
Doxorubicin	ENSG00000186283	8753.31	0.54027187	-0.07355524	0.0
Doxorubicin	ENSG00000102100	8752.81	0.54023822	0.10446541	0.0
Doxorubicin	ENSG00000141252	8749.65	0.54002554	-0.03052638	0.0
Doxorubicin	ENSG00000171962	8748.45	0.53994477	-0.00226316	0.0
Doxorubicin	ENSG00000126698	8747.22	0.53986199	-0.08154541	0.0
Doxorubicin	ENSG00000163818	8745.6	0.53975295	-0.11594388	0.06
Doxorubicin	ENSG00000112339	8745.44	0.53974218	-0.07757901	0.0
Doxorubicin	ENSG00000198162	8742.41	0.53953825	0.03152815	0.0
Doxorubicin	ENSG00000049283	8741.06	0.53944739	0.02336831	0.0
Doxorubicin	ENSG00000151366	8740.82	0.53943124	0.06619697	0.0
Doxorubicin	ENSG00000116761	8740.4	0.53940297	-0.03108952	0.0
Doxorubicin	ENSG00000100711	8740.22	0.53939086	-0.02972969	0.0
Doxorubicin	ENSG00000189221	8740.1	0.53938278	0.11467271	0.1
Doxorubicin	ENSG00000095713	8740.06	0.53938009	0.05567696	0.0
Doxorubicin	ENSG00000106483	8739.85	0.53936595	0.02009462	0.0
Doxorubicin	ENSG00000102359	8739.46	0.5393397	0.00693472	0.0
Doxorubicin	ENSG00000143106	8739.43	0.53933769	-0.04309256	0.0
Doxorubicin	ENSG00000141030	8737.9	0.53923471	-0.10662216	0.01
Doxorubicin	ENSG00000183010	8737.7	0.53922125	0.07473695	0.0
Doxorubicin	ENSG00000205649	8735.12	0.5390476	-0.06435029	0.0
Doxorubicin	ENSG00000231887	8735.12	0.5390476	-0.04770041	0.0
Doxorubicin	ENSG00000162980	8734.07	0.53897693	-0.03370241	0.0
Doxorubicin	ENSG00000198952	8732.6	0.538878	0.01138646	0.0
Doxorubicin	ENSG00000169733	8730.18	0.53871512	0.01302903	0.0
Doxorubicin	ENSG00000242485	8730.1	0.53870974	-0.0234347	0.0
Doxorubicin	ENSG00000137962	8729.72	0.53868416	0.02039168	0.0
Doxorubicin	ENSG00000118922	8728.49	0.53860138	-0.00315825	0.0
Doxorubicin	ENSG00000124019	8727.88	0.53856032	-0.03974541	0.0
Doxorubicin	ENSG00000162374	8726.75	0.53848427	0.07689381	0.0
Doxorubicin	ENSG00000113196	8726.0	0.53843379	-0.01167581	0.0
Doxorubicin	ENSG00000116396	8725.3	0.53838668	0.02179838	0.0
Doxorubicin	ENSG00000183072	8723.61	0.53827293	-0.13040558	0.18
Doxorubicin	ENSG00000125813	8720.41	0.53805756	-0.09368218	0.01
Doxorubicin	ENSG00000185721	8719.36	0.53798689	-0.04050611	0.0
Doxorubicin	ENSG00000097021	8718.99	0.53796199	-0.04791598	0.0
Doxorubicin	ENSG00000099139	8718.18	0.53790747	0.04419109	0.0
Doxorubicin	ENSG00000112651	8715.05	0.53769681	0.02748152	0.0
Doxorubicin	ENSG00000129990	8714.13	0.53763489	0.06678816	0.0
Doxorubicin	ENSG00000147804	8713.93	0.53762143	0.04992542	0.0
Doxorubicin	ENSG00000164574	8713.54	0.53759518	-0.02774191	0.0
Doxorubicin	ENSG00000114650	8713.13	0.53756758	-0.00100186	0.0
Doxorubicin	ENSG00000149308	8712.08	0.53749691	-0.0766197	0.0
Doxorubicin	ENSG00000087237	8711.62	0.53746595	0.02196785	0.0
Doxorubicin	ENSG00000156076	8711.01	0.5374249	-0.00362026	0.0
Doxorubicin	ENSG00000139629	8710.37	0.53738182	0.04356695	0.0
Doxorubicin	ENSG00000092621	8705.05	0.53702376	-0.05173581	0.0
Doxorubicin	ENSG00000138246	8704.62	0.53699482	-0.0504503	0.0
Doxorubicin	ENSG00000143183	8704.21	0.53696723	0.00227928	0.0
Doxorubicin	ENSG00000064205	8702.13	0.53682723	0.00956489	0.0
Doxorubicin	ENSG00000106952	8697.92	0.53654388	-0.01448937	0.0
Doxorubicin	ENSG00000110422	8697.31	0.53650283	-0.00188514	0.0
Doxorubicin	ENSG00000163605	8694.71	0.53632784	0.02055983	0.0
Doxorubicin	ENSG00000203797	8693.41	0.53624034	0.02589238	0.0
Doxorubicin	ENSG00000145990	8693.22	0.53622755	0.01705677	0.0
Doxorubicin	ENSG00000131469	8692.27	0.53616361	-0.03853955	0.0
Doxorubicin	ENSG00000131778	8692.01	0.53614611	-0.01716474	0.0
Doxorubicin	ENSG00000127334	8687.7	0.53585603	0.07455417	0.0
Doxorubicin	ENSG00000178537	8687.44	0.53583853	0.06356692	0.0
Doxorubicin	ENSG00000134324	8686.73	0.53579075	0.05367657	0.0
Doxorubicin	ENSG00000137100	8686.08	0.535747	0.00214824	0.0
Doxorubicin	ENSG00000105516	8685.37	0.53569921	-0.02596957	0.0
Doxorubicin	ENSG00000249773	8684.97	0.53567229	-0.08751716	0.01
Doxorubicin	ENSG00000077420	8684.3	0.5356272	-0.05490873	0.0
Doxorubicin	ENSG00000124831	8682.75	0.53552288	0.07249828	0.0
Doxorubicin	ENSG00000090686	8679.78	0.53532298	-0.06169045	0.0
Doxorubicin	ENSG00000009307	8679.43	0.53529943	-0.01708232	0.0
Doxorubicin	ENSG00000005469	8677.76	0.53518703	0.00706574	0.0
Doxorubicin	ENSG00000135960	8676.95	0.53513251	-0.03705073	0.0
Doxorubicin	ENSG00000151726	8675.35	0.53502483	0.06633537	0.0
Doxorubicin	ENSG00000005073	8673.81	0.53492118	-0.11499209	0.06
Doxorubicin	ENSG00000057657	8673.72	0.53491512	-0.0365081	0.0
Doxorubicin	ENSG00000073464	8672.6	0.53483974	0.07272573	0.0
Doxorubicin	ENSG00000168135	8671.0	0.53473205	-0.10365049	0.0
Doxorubicin	ENSG00000111711	8670.01	0.53466542	0.0451866	0.0
Doxorubicin	ENSG00000119866	8667.2	0.5344763	-0.00110673	0.0
Doxorubicin	ENSG00000116771	8665.9	0.5343888	0.03225162	0.0
Doxorubicin	ENSG00000129158	8660.47	0.53402334	-0.00337694	0.0
Doxorubicin	ENSG00000156873	8660.08	0.53399709	0.14027852	0.25
Doxorubicin	ENSG00000120057	8660.07	0.53399642	0.02244349	0.0
Doxorubicin	ENSG00000130702	8658.96	0.53392171	0.06717594	0.0
Doxorubicin	ENSG00000007952	8658.13	0.53386585	0.09162995	0.02
Doxorubicin	ENSG00000170835	8656.92	0.53378441	-0.02016769	0.0
Doxorubicin	ENSG00000152689	8656.35	0.53374604	-0.03954731	0.0
Doxorubicin	ENSG00000103507	8654.84	0.53364441	0.05895417	0.0
Doxorubicin	ENSG00000114200	8654.66	0.5336323	0.00494466	0.0
Doxorubicin	ENSG00000081248	8654.11	0.53359528	-0.00441463	0.0
Doxorubicin	ENSG00000230989	8654.11	0.53359528	0.05703407	0.0
Doxorubicin	ENSG00000140396	8654.0	0.53358788	0.05302773	0.0
Doxorubicin	ENSG00000175662	8653.82	0.53357576	0.02790132	0.0
Doxorubicin	ENSG00000167491	8650.97	0.53338395	0.05052666	0.0
Doxorubicin	ENSG00000110172	8649.93	0.53331395	-0.09370431	0.0
Doxorubicin	ENSG00000166197	8648.92	0.53324597	-0.11314591	0.05
Doxorubicin	ENSG00000153774	8648.2	0.53319751	0.02422174	0.0
Doxorubicin	ENSG00000182899	8646.34	0.53307233	-0.09398834	0.0
Doxorubicin	ENSG00000117643	8641.79	0.53276609	0.09776784	0.0
Doxorubicin	ENSG00000123843	8641.76	0.53276407	0.06009618	0.0
Doxorubicin	ENSG00000127920	8641.53	0.53274859	-0.06749616	0.0
Doxorubicin	ENSG00000047230	8640.52	0.53268062	0.00906907	0.0
Doxorubicin	ENSG00000082996	8640.0	0.53264562	0.00751857	0.0
Doxorubicin	ENSG00000109927	8638.55	0.53254803	-0.03076451	0.0
Doxorubicin	ENSG00000163520	8638.42	0.53253928	-0.04444183	0.0
Doxorubicin	ENSG00000113552	8638.24	0.53252716	-0.0028243	0.0
Doxorubicin	ENSG00000139269	8637.43	0.53247265	-0.0164926	0.0
Doxorubicin	ENSG00000133597	8635.91	0.53237034	0.01821149	0.0
Doxorubicin	ENSG00000150361	8635.02	0.53231044	-0.07292023	0.0
Doxorubicin	ENSG00000130299	8632.45	0.53213747	0.0218236	0.0
Doxorubicin	ENSG00000136816	8630.79	0.53202575	-0.13960121	0.26
Doxorubicin	ENSG00000072071	8630.69	0.53201901	-0.00446045	0.0
Doxorubicin	ENSG00000161509	8630.65	0.53201632	0.06110037	0.0
Doxorubicin	ENSG00000120440	8628.51	0.53187229	0.0419216	0.0
Doxorubicin	ENSG00000010256	8627.85	0.53182787	0.04951904	0.0
Doxorubicin	ENSG00000119514	8627.53	0.53180633	-0.08751623	0.0
Doxorubicin	ENSG00000150093	8625.28	0.5316549	-0.00013939	0.0
Doxorubicin	ENSG00000173338	8624.75	0.53161923	-0.03023515	0.0
Doxorubicin	ENSG00000095587	8624.66	0.53161317	0.00983422	0.0
Doxorubicin	ENSG00000122971	8623.29	0.53152096	0.01962984	0.0
Doxorubicin	ENSG00000106077	8621.48	0.53139914	0.11906301	0.05
Doxorubicin	ENSG00000138722	8621.16	0.5313776	0.01291216	0.0
Doxorubicin	ENSG00000110880	8620.88	0.53135876	-0.01845499	0.0
Doxorubicin	ENSG00000183023	8620.53	0.5313352	0.03459042	0.0
Doxorubicin	ENSG00000102038	8615.55	0.53100003	-0.11511226	0.03
Doxorubicin	ENSG00000197893	8614.38	0.53092128	0.02897892	0.0
Doxorubicin	ENSG00000215440	8612.38	0.53078667	0.04870982	0.0
Doxorubicin	ENSG00000111271	8611.42	0.53072206	0.0542976	0.0
Doxorubicin	ENSG00000239900	8609.49	0.53059216	-0.09387296	0.0
Doxorubicin	ENSG00000182511	8609.14	0.53056861	0.00809174	0.0
Doxorubicin	ENSG00000138829	8604.37	0.53024757	-0.00831514	0.0
Doxorubicin	ENSG00000158089	8604.2	0.53023612	-0.12467887	0.11
Doxorubicin	ENSG00000100348	8602.55	0.53012507	0.05720246	0.0
Doxorubicin	ENSG00000189367	8601.09	0.53002681	0.0173523	0.0
Doxorubicin	ENSG00000167759	8599.45	0.52991643	-0.00636666	0.0
Doxorubicin	ENSG00000148680	8599.26	0.52990364	-0.0133399	0.0
Doxorubicin	ENSG00000123374	8598.53	0.52985451	-0.01738766	0.0
Doxorubicin	ENSG00000128683	8596.66	0.52972865	-0.00359246	0.0
Doxorubicin	ENSG00000143434	8594.77	0.52960144	0.06274109	0.0
Doxorubicin	ENSG00000145692	8593.51	0.52951664	0.06047565	0.0
Doxorubicin	ENSG00000163156	8593.17	0.52949376	-0.04358855	0.0
Doxorubicin	ENSG00000184922	8592.54	0.52945136	-0.1353913	0.23
Doxorubicin	ENSG00000167757	8591.77	0.52939953	0.0203259	0.0
Doxorubicin	ENSG00000166900	8586.59	0.52905089	0.05390504	0.0
Doxorubicin	ENSG00000162722	8586.09	0.52901724	-0.03116025	0.0
Doxorubicin	ENSG00000072832	8584.69	0.52892302	0.03702885	0.0
Doxorubicin	ENSG00000183785	8584.11	0.52888398	0.01499621	0.0
Doxorubicin	ENSG00000197457	8582.15	0.52875206	-0.05703579	0.0
Doxorubicin	ENSG00000204160	8581.89	0.52873456	-0.00607477	0.0
Doxorubicin	ENSG00000188690	8580.37	0.52863226	-0.02596023	0.0
Doxorubicin	ENSG00000168765	8580.24	0.52862351	-0.00320472	0.0
Doxorubicin	ENSG00000135926	8579.55	0.52857707	0.02191931	0.0
Doxorubicin	ENSG00000186260	8578.58	0.52851179	0.04589902	0.0
Doxorubicin	ENSG00000072121	8577.79	0.52845862	-0.10974832	0.0
Doxorubicin	ENSG00000198573	8577.57	0.52844381	0.05037647	0.0
Doxorubicin	ENSG00000135090	8576.85	0.52839535	0.07331246	0.0
Doxorubicin	ENSG00000197756	8575.05	0.5282742	0.03096691	0.0
Doxorubicin	ENSG00000128422	8574.89	0.52826343	-0.11136563	0.03
Doxorubicin	ENSG00000173110	8574.23	0.52821901	0.03659853	0.0
Doxorubicin	ENSG00000135924	8572.86	0.52812681	0.05058908	0.0
Doxorubicin	ENSG00000164816	8572.04	0.52807162	-0.0223426	0.0
Doxorubicin	ENSG00000128050	8571.8	0.52805546	-0.01260079	0.0
Doxorubicin	ENSG00000179912	8571.04	0.52800431	-0.01737523	0.0
Doxorubicin	ENSG00000106003	8570.52	0.52796931	0.0416788	0.0
